Id,Label,indegree,outdegree,degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,pageranks
砚染浮世,,1,0,1,0,0,0,0,0,0.011354,0.000022
仙人只想混吃等死,,1,0,1,0,0,0,0,0,0.011354,0.000021
陳樹耀,,1,0,1,0,0,0,0,0,0.011354,0.000022
獭曼狮一般兵,,1,0,1,0,0,0,0,0,0.325764,0.00002
Hyjal_,,1,0,1,0,0,0,0,0,0.042528,0.00002
绿叶子bee,,1,0,1,0,0,0,0,0,0.011354,0.000021
歪理之剑,,1,0,1,0,0,0,0,0,0.011354,0.000021
多看书多睡觉_,,0,1,1,0,1,1,1,0,0,0.00002
作畫躺平摸鱼,,1,0,1,0,0,0,0,0,0.011354,0.000037
浑噩欧耶木有记录,,0,1,1,0,1,1,1,0,0,0.00002
水色涵泱,,1,0,1,0,0,0,0,0,0.011354,0.000037
纱布蓝,,0,1,1,0,1,1,1,0,0,0.00002
唐京白,,1,0,1,0,0,0,0,0,0.011354,0.000037
游星狗,,1,0,1,0,0,0,0,0,0.011354,0.000021
机界飞升,,1,0,1,0,0,0,0,0,0.042528,0.000022
凝仙,,8,0,8,0,0,0,0,0,0.750826,0.000066
墨瞳电影,,0,6,6,0,1,1,1,0,0,0.00002
正使用户,,1,0,1,0,0,0,0,0,0.011354,0.000023
PerAmicaSilentiaLunae,,0,1,1,0,1,1,1,0,0,0.00002
飛鳥過平川,,0,1,1,0,1,1,1,0,0,0.00002
洛舒Ls_,,1,0,1,0,0,0,0,0,0.011354,0.000021
戴雨潇Dai,,0,61,61,0,1,1,1,0,0,0.00002
oOO昭晞OOo,,1,0,1,0,0,0,0,0,0.011354,0.00002
昵称是8个字的,,1,0,1,0,0,0,0,0,0.011354,0.000026
围观贤者,,2,0,2,0,0,0,0,0,0.022708,0.000021
厕所恶龙,,1,0,1,0,0,0,0,0,0.011354,0.000021
月落金秋_32635,,1,0,1,0,0,0,0,0,0.011354,0.00002
lingnana,,1,0,1,0,0,0,0,0,0.011354,0.00002
小户舔狗团唯一团长,,1,0,1,0,0,0,0,0,0.011354,0.00002
吃撑的皮卡丘_,,1,0,1,0,0,0,0,0,0.011354,0.00002
古木愔,,1,0,1,0,0,0,0,0,0.011354,0.000023
知道得到,,1,0,1,0,0,0,0,0,0.011354,0.00002
咖啡橘猫,,1,0,1,0,0,0,0,0,0.011354,0.00002
用户7943573056,,1,0,1,0,0,0,0,0,0.011354,0.00002
鹿角子巷,,1,0,1,0,0,0,0,0,0.011354,0.00002
我卷毛_我骄傲,,1,0,1,0,0,0,0,0,0.011354,0.00002
阿巴阿巴11,,1,0,1,0,0,0,0,0,0.011354,0.000021
李哥说事儿ks,,1,0,1,0,0,0,0,0,0.011354,0.00002
PAX_Americnia,,1,0,1,0,0,0,0,0,0.011354,0.00002
Shirley尘若,,1,0,1,0,0,0,0,0,0.011354,0.00002
不要让害怕挡住我们在月亮上,,1,0,1,0,0,0,0,0,0.011354,0.00002
东映的早点君,,1,0,1,0,0,0,0,0,0.325764,0.00002
菊花骑士老匹萨,,1,0,1,0,0,0,0,0,0.042528,0.000022
你的眉眼呈婀娜,,1,0,1,0,0,0,0,0,0.325764,0.00002
老百京一般兵,,1,0,1,0,0,0,0,0,0.011354,0.00002
森与森眠,,0,11,11,0,1,1,1,0,0,0.00002
东风疯啊,,1,0,1,0,0,0,0,0,0.011354,0.000021
老鸡骑煜姬,,1,0,1,0,0,0,0,0,0.011354,0.00002
反派A都是会员专属大眼疯了,,1,0,1,0,0,0,0,0,0.011354,0.000023
邪御精分出来的JaO,,1,0,1,0,0,0,0,0,0.042528,0.00002
起个名字好难诶i,,1,0,1,0,0,0,0,0,0.011354,0.000021
元祖电波少年,,1,0,1,0,0,0,0,0,0.011354,0.00002
菠萝橙子蛋炒饭,,1,0,1,0,0,0,0,0,0.011354,0.00002
强迫pia症,,1,0,1,0,0,0,0,0,0.011354,0.00002
乾的友人帐,,1,0,1,0,0,0,0,0,0.011354,0.00002
肥美jo,,1,0,1,0,0,0,0,0,0.011354,0.00002
花花花花花鸟相闻,,1,0,1,0,0,0,0,0,0.042528,0.00002
此昵称已被承包,,1,0,1,0,0,0,0,0,0.011354,0.00002
mhrlll,,1,0,1,0,0,0,0,0,0.011354,0.000021
rosenoir-mn,,1,0,1,0,0,0,0,0,0.011354,0.000021
youu___,,1,0,1,0,0,0,0,0,0.011354,0.000021
风马牛-,,1,0,1,0,0,0,0,0,0.011354,0.00002
郁闷椰椰头,,1,0,1,0,0,0,0,0,0.011354,0.000021
虎爸周星,,0,1,1,0,1,1,1,0,0,0.00002
阿卡宇航,,0,1,1,0,1,1,1,0,0,0.00002
东北媚娃沈二丫,,1,0,1,0,0,0,0,0,0.011354,0.000037
贴小君,,0,3,3,0,1,1,1,0,0,0.00002
Kenevermoree,,1,0,1,0,0,0,0,0,0.011354,0.000026
哆啦仑Doralun,,1,0,1,0,0,0,0,0,0.011354,0.00002
聂超Nick,,2,0,2,0,0,0,0,0,0.022708,0.000038
阿拉蕾_起名真麻烦,,1,0,1,0,0,0,0,0,0.011354,0.00002
最遥远的是昨天,,1,0,1,0,0,0,0,0,0.011354,0.00002
打奥特曼de小怪兽,,0,1,1,0,1,1,1,0,0,0.00002
望梨舟,,2,0,2,1,0,0,0,0,0.022708,0.00002
CS_墨暝,,0,0,0,0,0,0,0,0,0,0.00002
破俗激动哥,,1,0,1,0,0,0,0,0,0.011354,0.000026
咩咩今晚吃什么,,1,0,1,0,0,0,0,0,0.011354,0.00002
石佛2003,,1,0,1,0,0,0,0,0,0.011354,0.00002
真是无语3,,1,0,1,0,0,0,0,0,0.011354,0.00002
vicod-,,1,0,1,0,0,0,0,0,0.011354,0.00002
蒲公英茉莉花,,1,0,1,0,0,0,0,0,0.011354,0.00002
文然安若,,1,0,1,0,0,0,0,0,0.011354,0.00002
用户7471162408,,1,0,1,0,0,0,0,0,0.011354,0.00002
_夏北泽de大天使_,,1,0,1,0,0,0,0,0,0.29459,0.000022
路过嗑一口cp,,1,0,1,0,0,0,0,0,0.011354,0.000021
央视新闻,,0,3,3,0,1,1,1,0,0,0.00002
bx_0314,,1,0,1,0,0,0,0,0,0.011354,0.000026
饭圈女孩,,0,20,20,0,2,0.66129,0.743902,0,0,0.00002
熹妃嬛嬛,,1,0,1,0,0,0,0,0,0.011354,0.000021
滨炯今天发糖了吗,,1,0,1,0,0,0,0,0,0.011354,0.000021
黑皮狗不咬人的,,1,0,1,0,0,0,0,0,0.011354,0.00002
滔搏电子竞技俱乐部,,0,1,1,0,1,1,1,0,0,0.00002
和泉纱霧_Official,,1,0,1,0,0,0,0,0,0.011354,0.000037
凉风有尘,,1,0,1,0,0,0,0,0,0.011354,0.00002
长方形的猪猪,,1,0,1,0,0,0,0,0,0.011354,0.00002
Bambobeer,,1,0,1,0,0,0,0,0,0.011354,0.000021
江宁婆婆,,0,1,1,0,1,1,1,0,0,0.00002
人生建造师-树,,1,0,1,0,0,0,0,0,0.011354,0.000037
青之暮色,,1,0,1,0,0,0,0,0,0.011354,0.000021
环球时报,,0,1,1,0,1,1,1,0,0,0.00002
花园里的小秘密,,3,0,3,0,0,0,0,0,0.034062,0.000039
再见不若,,1,0,1,0,0,0,0,0,0.011354,0.000021
藏袜能手,,1,0,1,0,0,0,0,0,0.011354,0.00002
iiiikkkkkkkkk,,1,0,1,0,0,0,0,0,0.325764,0.00002
香草加柠檬味拿铁,,0,1,1,0,1,1,1,0,0,0.00002
别来管我发疯惹,,1,0,1,0,0,0,0,0,0.011354,0.000037
苍云粑粑在劫镖,,1,0,1,0,0,0,0,0,0.042528,0.000022
复合型分数阶微分方程初值问题,,1,0,1,0,0,0,0,0,0.011354,0.00002
师洛Sola,,1,0,1,0,0,0,0,0,0.011354,0.000023
蚀晨or肆洳驳,,1,0,1,0,0,0,0,0,0.011354,0.00002
王Luffy00,,1,0,1,0,0,0,0,0,0.011354,0.00002
hala_yu,,1,0,1,0,0,0,0,0,0.011354,0.000022
向着风和他的方向奔跑,,0,0,0,0,0,0,0,0,0,0.00002
隐kakushi,,0,1,1,0,1,1,1,0,0,0.00002
忠实观众jr,,1,0,1,0,0,0,0,0,0.011354,0.000037
sereinForYou,,1,0,1,0,0,0,0,0,0.011354,0.000021
减肥中的安大略,,1,0,1,0,0,0,0,0,0.325764,0.00002
MonkeyCao,,1,0,1,0,0,0,0,0,0.011354,0.000021
人偶馆事件,,1,0,1,0,0,0,0,0,0.011354,0.000021
落在最后的马拉松选手,,0,1,1,0,1,1,1,0,0,0.00002
青柑普洱茶颜悦色,,1,0,1,0,0,0,0,0,0.011354,0.000037
未为D,,0,0,0,0,0,0,0,0,0,0.00002
对唔嗨住dnlm,,1,0,1,0,0,0,0,0,0.011354,0.000021
虎扑的步行街,,0,8,8,0,1,1,1,0,0,0.00002
蛇溺血酒,,1,0,1,0,0,0,0,0,0.011354,0.000022
暴躁小钢炮反女拳,,1,0,1,0,0,0,0,0,0.325764,0.00002
翼尖小翅,,0,83,83,0,1,1,1,0,0,0.00002
嘟噜嘟噜噜嗒嗒,,1,0,1,0,0,0,0,0,0.011354,0.00002
yichen在西海岸,,1,0,1,0,0,0,0,0,0.011354,0.00002
Kur1t-,,1,0,1,0,0,0,0,0,0.042528,0.000022
蓝蓝蓝的围脖酱,,1,0,1,0,0,0,0,0,0.011354,0.00002
基里曼,,1,0,1,0,0,0,0,0,0.011354,0.00002
玩几把奶花,,0,14,14,0,1,1,1,0,0,0.00002
lkx3377456,,1,0,1,0,0,0,0,0,0.011354,0.000021
继伯长18,,1,0,1,0,0,0,0,0,0.011354,0.00002
上帝之鹰_5zn,,0,2,2,0,1,1,1,0,0,0.00002
十一丶心,,2,0,2,0,0,0,0,0,0.022708,0.000032
急冻蛋白,,1,0,1,0,0,0,0,0,0.073701,0.000028
Oooooops哗啦哗啦,,1,0,1,0,0,0,0,0,0.011354,0.00002
一堆韭菜,,1,0,1,0,0,0,0,0,0.011354,0.00002
蓉易睡睡念,,1,0,1,0,0,0,0,0,0.011354,0.000028
御史在野,,0,4,4,0,1,1,1,0,0,0.00002
一起吃午餐么,,1,0,1,0,0,0,0,0,0.011354,0.000024
用户7907719083,,1,0,1,0,0,0,0,0,0.011354,0.00002
差评君,,0,1,1,0,1,1,1,0,0,0.00002
hdyenxox,,1,0,1,0,0,0,0,0,0.011354,0.000037
饿说滴是另外一个小明,,1,0,1,0,0,0,0,0,0.011354,0.000024
会动的活人,,1,0,1,0,0,0,0,0,0.011354,0.00002
笑山D,,1,0,1,0,0,0,0,0,0.011354,0.00002
安多和伊黎鸭,,1,0,1,0,0,0,0,0,0.011354,0.00002
LR-局外人,,0,3,3,0,1,1,1,0,0,0.00002
朋友们早上好不好也可以,,1,0,1,0,0,0,0,0,0.011354,0.000026
刚学会上网冲浪,,1,0,1,0,0,0,0,0,0.011354,0.00002
Jtlyfxx,,1,0,1,0,0,0,0,0,0.011354,0.000021
手游娘,,0,2,2,0,1,1,1,0,0,0.00002
索努木木斯,,1,0,1,0,0,0,0,0,0.011354,0.000028
玄毛,,1,0,1,0,0,0,0,0,0.011354,0.00002
你好皓毅,,1,0,1,0,0,0,0,0,0.011354,0.00002
心狠手辣小小耳,,0,1,1,0,1,1,1,0,0,0.00002
孤狼若鼓浪-,,1,0,1,0,0,0,0,0,0.011354,0.000037
孙悟空会跳舞,,0,1,1,0,1,1,1,0,0,0.00002
慕清墨,,1,0,1,0,0,0,0,0,0.011354,0.000037
冲浪乐子人丶,,1,0,1,0,0,0,0,0,0.011354,0.00002
政委小徐,,1,0,1,0,0,0,0,0,0.011354,0.00002
王必瘦_,,1,0,1,0,0,0,0,0,0.011354,0.00002
说真话的人不受欢迎,,2,0,2,1,0,0,0,0,0.053882,0.00002
笨小喵的小跟班1,,1,0,1,0,0,0,0,0,0.011354,0.00002
八酱日常,,0,7,7,0,1,1,1,0,0,0.00002
木欲鹿,,1,0,1,0,0,0,0,0,0.011354,0.000022
Staney西米GogOgo,,1,0,1,0,0,0,0,0,0.011354,0.00002
longxm20190608,,1,0,1,0,0,0,0,0,0.011354,0.00002
饥荒变四万啦,,1,0,1,0,0,0,0,0,0.011354,0.000021
熊猫要骨感,,1,0,1,0,0,0,0,0,0.011354,0.00002
泛舟44021,,1,0,1,0,0,0,0,0,0.011354,0.000021
Granzon1922,,1,0,1,0,0,0,0,0,0.011354,0.00002
季年清野,,2,0,2,0,0,0,0,0,0.053882,0.000021
Universe_IA,,1,0,1,0,0,0,0,0,0.011354,0.00002
一之梨Lili,,0,17,17,0,1,1,1,0,0,0.00002
munan吖,,1,0,1,0,0,0,0,0,0.011354,0.000021
图图耳朵不大tat,,1,0,1,0,0,0,0,0,0.011354,0.000026
哦哦呵呵呵呵呵哈哈,,1,0,1,0,0,0,0,0,0.011354,0.00002
100kg肥宅,,1,0,1,0,0,0,0,0,0.011354,0.00002
ZK-----,,1,0,1,0,0,0,0,0,0.011354,0.00002
崔紫剑,,0,1,1,0,1,1,1,0,0,0.00002
此身暂寄,,1,0,1,0,0,0,0,0,0.011354,0.000037
羽後彩虹rainbow,,1,0,1,0,0,0,0,0,0.011354,0.000022
real葉葉葉,,1,0,1,0,0,0,0,0,0.011354,0.00002
超级游文化,,0,1,1,0,1,1,1,0,0,0.00002
热河人老袁,,1,0,1,0,0,0,0,0,0.011354,0.000037
彼岸天方TalesfromAfar,,1,0,1,0,0,0,0,0,0.011354,0.000026
失眠多梦_11164,,1,0,1,0,0,0,0,0,0.011354,0.00002
无脑六,,1,0,1,0,0,0,0,0,0.011354,0.00002
handdddddd_,,1,0,1,0,0,0,0,0,0.011354,0.00002
洋葱君c,,1,0,1,0,0,0,0,0,0.011354,0.00002
阿伟罗5003,,1,0,1,0,0,0,0,0,0.011354,0.00002
Logo162,,1,0,1,0,0,0,0,0,0.011354,0.00002
鱼鱼鱼鱼子12138,,1,0,1,0,0,0,0,0,0.011354,0.000026
OZ_考啦啦,,1,0,1,0,0,0,0,0,0.011354,0.00002
零崎已死,,1,0,1,0,0,0,0,0,0.011354,0.00002
无尾楼,,0,1,1,0,1,1,1,0,0,0.00002
白-NGC2237,,1,0,1,0,0,0,0,0,0.011354,0.000037
光华潋滟,,1,0,1,0,0,0,0,0,0.011354,0.00002
翎子rikako,,0,1,1,0,1,1,1,0,0,0.00002
随风逐流ol,,1,0,1,0,0,0,0,0,0.011354,0.000037
晓东Run,,1,0,1,0,0,0,0,0,0.011354,0.00002
熊猫不是猫啊喂,,1,0,1,0,0,0,0,0,0.011354,0.00002
MurasameZero,,1,0,1,0,0,0,0,0,0.325764,0.00002
若甘1616,,1,0,1,0,0,0,0,0,0.011354,0.00002
浪里红花2,,1,0,1,0,0,0,0,0,0.011354,0.00002
王玮晨,,0,4,4,0,1,1,1,0,0,0.00002
王同学爱心书,,1,0,1,0,0,0,0,0,0.011354,0.000024
影视综艺君,,0,5,5,1,1,1,1,0,0,0.00002
没事吃点蒜算了,,1,0,1,0,0,0,0,0,0.011354,0.000023
廷平吃糖糖,,1,0,1,0,0,0,0,0,0.011354,0.000022
骂骂咧咧的猫,,0,1,1,0,1,1,1,0,0,0.00002
拉法埃利,,1,0,1,0,0,0,0,0,0.011354,0.000037
小狗过路,,0,0,0,0,0,0,0,0,0,0.00002
说给电竞美少女们,,0,4,4,0,1,1,1,0,0,0.00002
用户6588721924,,1,0,1,0,0,0,0,0,0.011354,0.000024
请管住嘴再迈开腿,,1,0,1,0,0,0,0,0,0.011354,0.000021
我又来腊,,1,0,1,0,0,0,0,0,0.011354,0.00002
咸鱼表演艺术家,,0,1,1,0,1,1,1,0,0,0.00002
潜山观测,,1,0,1,0,0,0,0,0,0.011354,0.000037
langhong2012,,1,0,1,0,0,0,0,0,0.011354,0.00002
上禾桃子,,1,0,1,0,0,0,0,0,0.011354,0.00002
今年是2024年,,1,0,1,0,0,0,0,0,0.011354,0.00002
贪玩小郭guo,,1,0,1,0,0,0,0,0,0.011354,0.000023
V闪闪,,0,2,2,0,1,1,1,0,0,0.00002
小小小小小_哥,,1,0,1,0,0,0,0,0,0.011354,0.000028
我叫陈君何,,1,0,1,0,0,0,0,0,0.011354,0.00002
冰蛇陛下,,0,4,4,0,1,1,1,0,0,0.00002
elnino_今天魔都解封了吗,,1,0,1,0,0,0,0,0,0.011354,0.000024
冷香联,,0,5,5,0,1,1,1,0,0,0.00002
Troyyys,,1,0,1,0,0,0,0,0,0.011354,0.000023
anran758,,1,0,1,0,0,0,0,0,0.011354,0.00002
娜娜子小朋友,,0,1,1,0,1,1,1,0,0,0.00002
丘比特不在乎,,1,0,1,0,0,0,0,0,0.011354,0.000037
RoCkY66666666,,1,0,1,0,0,0,0,0,0.011354,0.00002
徐尽欢啊啊,,1,0,1,0,0,0,0,0,0.011354,0.00002
lint202408,,1,0,1,0,0,0,0,0,0.042528,0.000024
SCUT魏剑峰,,0,2,2,0,1,1,1,0,0,0.00002
胥仔Issac-the_angry_man,,1,0,1,0,0,0,0,0,0.011354,0.000028
淘宝,,0,1,1,0,1,1,1,0,0,0.00002
一条薄荷,,1,0,1,0,0,0,0,0,0.011354,0.000037
莓粒开熏蟹黄堡,,1,0,1,0,0,0,0,0,0.042528,0.000024
浴中奇思,,0,2,2,0,1,1,1,0,0,0.00002
病弱自刎,,2,0,2,0,0,0,0,0,0.022708,0.000021
云锁幽径,,1,0,1,0,0,0,0,0,0.011354,0.00002
我就是要吃火锅,,1,0,1,0,0,0,0,0,0.011354,0.00002
凌白zl,,1,0,1,0,0,0,0,0,0.011354,0.000028
我又想起我的好名字了,,1,0,1,0,0,0,0,0,0.325764,0.00002
包容万物恒河水,,0,31,31,0,1,1,1,0,0,0.00002
cly19910906,,1,0,1,0,0,0,0,0,0.011354,0.00002
ForR1,,1,0,1,0,0,0,0,0,0.011354,0.00002
剑的执念_mk2,,1,0,1,0,0,0,0,0,0.011354,0.000024
今日晴hare,,1,0,1,0,0,0,0,0,0.011354,0.000023
老公我想要没有水印的,,0,1,1,0,1,1,1,0,0,0.00002
问就是想鼠,,1,0,1,0,0,0,0,0,0.011354,0.000037
扶灯_,,0,2,2,0,1,1,1,0,0,0.00002
章太熊,,1,0,1,0,0,0,0,0,0.011354,0.000028
一玶海岸,,0,1,1,0,1,1,1,0,0,0.00002
mentally新忻,,1,0,1,0,0,0,0,0,0.011354,0.000037
Siegerix-DREI,,1,0,1,0,0,0,0,0,0.011354,0.000028
江上听雨簟衾寒,,1,0,1,0,0,0,0,0,0.011354,0.000023
在珉诗,,0,1,1,0,1,1,1,0,0,0.00002
嚎大一苦衩,,1,0,1,0,0,0,0,0,0.011354,0.000037
消失的旧时光_上海1943,,0,0,0,0,0,0,0,0,0,0.00002
utulie,,1,0,1,0,0,0,0,0,0.011354,0.00002
btazzup,,1,0,1,0,0,0,0,0,0.011354,0.00002
屠龙的胭脂井,,0,3,3,0,1,1,1,0,0,0.00002
新时代bl叻涩_减肥成功再改名,,2,0,2,0,0,0,0,0,0.022708,0.000028
观察者网,,0,1,1,0,1,1,1,0,0,0.00002
快乐的小阿梓,,1,0,1,0,0,0,0,0,0.011354,0.000037
百合吐槽菌,,0,4,4,0,1,1,1,0,0,0.00002
Sheismysleepingpill,,1,0,1,0,0,0,0,0,0.011354,0.000024
JoeBradley23,,1,0,1,0,0,0,0,0,0.011354,0.00002
纸鸢夏汐5933281435,,1,0,1,0,0,0,0,0,0.011354,0.000026
呼儿将出换美酒16666,,1,0,1,0,0,0,0,0,0.011354,0.00002
学不会玩滑板,,0,1,1,0,1,1,1,0,0,0.00002
月华青衫,,1,0,1,0,0,0,0,0,0.011354,0.00002
17岁的钢筋,,1,0,1,0,0,0,0,0,0.011354,0.000021
蔚苏打,,1,0,1,0,0,0,0,0,0.011354,0.00002
porcooo,,1,0,1,0,0,0,0,0,0.011354,0.00002
summer凸凸兔,,1,0,1,0,0,0,0,0,0.011354,0.00002
宇宙无敌究极晴天霹雳美少女,,1,0,1,0,0,0,0,0,0.011354,0.000021
月冷1001山,,1,0,1,0,0,0,0,0,0.011354,0.000021
看见啥b我就头疼,,1,0,1,0,0,0,0,0,0.011354,0.000021
端意大利面的二营长,,1,0,1,0,0,0,0,0,0.011354,0.000021
_伴月将影,,1,0,1,0,0,0,0,0,0.011354,0.000021
Iris_Tang可可爱,,1,0,1,0,0,0,0,0,0.011354,0.00002
天一色6924,,1,0,1,0,0,0,0,0,0.011354,0.00002
真正的酸甜可乐,,2,0,2,0,0,0,0,0,0.022708,0.000023
杰尼龟说,,0,1,1,0,1,1,1,0,0,0.00002
谢谢你查理斯,,1,0,1,0,0,0,0,0,0.011354,0.000037
嗡大嗡童鞋,,1,0,1,0,0,0,0,0,0.011354,0.00002
细细指间沙,,1,0,1,0,0,0,0,0,0.011354,0.00002
蓬舟寄心去三山,,1,0,1,0,0,0,0,0,0.011354,0.00002
雨de_继承人,,2,0,2,1,0,0,0,0,0.022708,0.000026
作家徐奕枫,,1,0,1,0,0,0,0,0,0.011354,0.000023
理塘丁真,,0,1,1,0,1,1,1,0,0,0.00002
乡村小野马2022,,1,0,1,0,0,0,0,0,0.011354,0.000037
mosa往事如烟,,1,0,1,0,0,0,0,0,0.011354,0.00002
刺耳的情话M,,1,0,1,0,0,0,0,0,0.011354,0.000021
维兰梨,,1,0,1,0,0,0,0,0,0.011354,0.000024
带倒霉,,1,0,1,0,0,0,0,0,0.011354,0.00002
甜姜peri,,1,0,1,0,0,0,0,0,0.011354,0.000021
十倍速追星少女,,0,1,1,0,1,1,1,0,0,0.00002
用户6011267108,,1,0,1,0,0,0,0,0,0.011354,0.000037
如如可,,0,1,1,0,1,1,1,0,0,0.00002
我的原名是鱼儿,,1,0,1,0,0,0,0,0,0.011354,0.000037
好飒的小姐姐,,0,1,1,0,1,1,1,0,0,0.00002
-iawoh,,1,0,1,0,0,0,0,0,0.011354,0.000037
剑与风之诗,,2,0,2,0,0,0,0,0,0.368292,0.000028
社畜八卦控,,0,1,1,0,1,1,1,0,0,0.00002
3两热干面,,1,0,1,0,0,0,0,0,0.011354,0.000037
静态同温层,,1,0,1,0,0,0,0,0,0.011354,0.00002
齐苡_,,0,1,1,0,1,1,1,0,0,0.00002
机智若_秃,,1,0,1,0,0,0,0,0,0.011354,0.000037
蜷花蜷花,,0,13,13,0,1,1,1,0,0,0.00002
七_弹琴去吧弹自由的琴,,1,0,1,0,0,0,0,0,0.011354,0.000021
莲河铁道之夜,,1,0,1,0,0,0,0,0,0.011354,0.000023
不想上班就一定要写满三十个字符,,1,0,1,0,0,0,0,0,0.011354,0.00002
-一身琉璃白,,1,0,1,0,0,0,0,0,0.011354,0.00002
塞瓦斯托波尔kk,,2,0,2,0,0,0,0,0,0.022708,0.00002
网海观猴,,2,0,2,0,0,0,0,0,0.337118,0.00002
用户7447702189,,1,0,1,0,0,0,0,0,0.011354,0.00002
趴PA,,1,0,1,0,0,0,0,0,0.011354,0.00002
低压1212128,,1,0,1,0,0,0,0,0,0.011354,0.000023
爱莉希雅er,,1,0,1,0,0,0,0,0,0.042528,0.000024
幸运书签_,,1,0,1,0,0,0,0,0,0.011354,0.000021
君倾QAQ,,1,0,1,0,0,0,0,0,0.011354,0.000028
逾期四月,,0,1,1,0,1,1,1,0,0,0.00002
2023年八月,,1,0,1,0,0,0,0,0,0.011354,0.000037
宝宝雪豹抱抱,,0,2,2,0,1,1,1,0,0,0.00002
罗德KARAS,,1,0,1,0,0,0,0,0,0.011354,0.000028
BREAKW_CL,,1,0,1,0,0,0,0,0,0.011354,0.00002
ANALKHA,,1,0,1,0,0,0,0,0,0.011354,0.000026
ppxndhxgsyxt,,0,1,1,0,1,1,1,0,0,0.00002
脏绪仓,,1,0,1,0,0,0,0,0,0.011354,0.000037
秋白mini,,1,0,1,0,0,0,0,0,0.011354,0.000028
心宫里的解读师,,1,0,1,0,0,0,0,0,0.011354,0.00002
亓亓亓亓亓亓亓亓亓亓,,1,0,1,0,0,0,0,0,0.011354,0.000023
穆婷婷Monica,,0,7,7,0,1,1,1,0,0,0.00002
阳光玩具刀_,,1,0,1,0,0,0,0,0,0.011354,0.000022
XYZ竹,,1,0,1,0,0,0,0,0,0.011354,0.000021
用户7640408928,,1,0,1,0,0,0,0,0,0.011354,0.00002
想吃青椒鱼,,1,0,1,0,0,0,0,0,0.011354,0.000021
娑罗梭娑,,1,0,1,0,0,0,0,0,0.042528,0.000021
不及昕辰,,0,1,1,0,1,1,1,0,0,0.00002
云澈QMQ,,1,0,1,0,0,0,0,0,0.011354,0.000037
反射弧超长星人影九,,0,7,7,1,2,0.769231,0.85,0,0,0.00002
尐飛电影,,0,1,1,0,1,1,1,0,0,0.00002
MusicGirlMedia音乐家园,,1,0,1,0,0,0,0,0,0.011354,0.000037
檀姜,,1,0,1,0,0,0,0,0,0.011354,0.00002
_U妮_,,0,24,24,1,1,1,1,0,0,0.00002
一只马小,,1,0,1,0,0,0,0,0,0.011354,0.000026
路标R,,1,0,1,0,0,0,0,0,0.011354,0.00002
丁丁爱海鲜,,1,0,1,0,0,0,0,0,0.011354,0.00002
般若·波罗密多多,,1,0,1,0,0,0,0,0,0.011354,0.00002
幻光若梦,,1,0,1,0,0,0,0,0,0.011354,0.000021
池月ENID,,2,0,2,1,0,0,0,0,0.022708,0.000022
闲云杯中酒,,0,0,0,0,0,0,0,0,0,0.00002
还手就是一巴掌,,1,0,1,0,0,0,0,0,0.011354,0.00002
看完就废,,1,0,1,0,0,0,0,0,0.011354,0.00002
噜啦嘞噜哇啦吧,,0,0,0,0,0,0,0,0,0,0.00002
FPX队霸doinb,,0,1,1,0,1,1,1,0,0,0.00002
lsrsloh,,1,0,1,0,0,0,0,0,0.011354,0.000037
Sinsofinnocent,,1,0,1,0,0,0,0,0,0.011354,0.00002
虚无嵇康,,1,0,1,0,0,0,0,0,0.011354,0.000021
努力锻炼的JKL,,1,0,1,0,0,0,0,0,0.011354,0.00002
铲的一手好屎,,1,0,1,0,0,0,0,0,0.011354,0.00002
适合拥抱的菅原同学,,0,0,0,0,0,0,0,0,0,0.00002
我爱圆条,,1,0,1,0,0,0,0,0,0.011354,0.00002
马思唯江阴分唯,,1,0,1,0,0,0,0,0,0.011354,0.000021
致未来的那个谁,,0,0,0,0,0,0,0,0,0,0.00002
橙戒4117,,1,0,1,0,0,0,0,0,0.011354,0.00002
手残小编,,0,5,5,0,1,1,1,0,0,0.00002
玩球球202008,,1,0,1,0,0,0,0,0,0.011354,0.000023
小雯尾巴,,1,0,1,0,0,0,0,0,0.011354,0.000021
六曜纯,,1,0,1,0,0,0,0,0,0.011354,0.00002
朝如雪ZRX,,0,1,1,0,1,1,1,0,0,0.00002
Tynam陌颜,,1,0,1,0,0,0,0,0,0.011354,0.000037
爱丁堡的孤独女王,,0,2,2,0,1,1,1,0,0,0.00002
思君以暮,,1,0,1,0,0,0,0,0,0.011354,0.000028
我们是飘零在风里的纤维-,,1,0,1,0,0,0,0,0,0.011354,0.000028
夜空下的少年闰土,,1,0,1,0,0,0,0,0,0.011354,0.00002
云吞小猫Meoooow,,1,0,1,0,0,0,0,0,0.042528,0.000021
只有九秒记忆的鱼,,1,0,1,0,0,0,0,0,0.325764,0.00002
WowkieLoveU,,0,5,5,0,1,1,1,0,0,0.00002
纱雾Queen,,1,0,1,0,0,0,0,0,0.011354,0.000022
宋辛博,,0,1,1,0,1,1,1,0,0,0.00002
用户7842507132,,1,0,1,0,0,0,0,0,0.011354,0.000037
用户6099405837,,1,0,1,0,0,0,0,0,0.011354,0.00002
blingbling枷锁君,,1,0,1,0,0,0,0,0,0.011354,0.000022
红炉点雪1992,,1,0,1,0,0,0,0,0,0.011354,0.000023
腹黑的天空,,1,0,1,0,0,0,0,0,0.042528,0.000028
